USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
takeru      4816  0.0  0.9 3951224 154340 ?      Sl   Dec11   1:04 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:46663 -prefMapHandle 1:281504 -jsInitHandle 2:224660 -parentBuildID 20251119102309 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {4ab2f522-3865-489a-8eb1-d7f90c77f9b8} -parentPid 4364 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 5 tab
takeru      4885  0.0  4.2 4634320 688448 ?      Sl   Dec11   8:54 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:36790 -prefMapHandle 1:281504 -jsInitHandle 2:224660 -parentBuildID 20251119102309 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {f17a9eec-2070-4f96-8d20-d5cf4d4002db} -parentPid 4364 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 6 tab
takeru      4892  0.1  4.0 4743220 653552 ?      Sl   Dec11  11:14 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:36790 -prefMapHandle 1:281504 -jsInitHandle 2:224660 -parentBuildID 20251119102309 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {94a3c3ff-1192-4433-8c2b-59deda10e940} -parentPid 4364 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 7 tab
takeru      4907  0.0  2.7 4504624 441848 ?      Sl   Dec11   3:07 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:36790 -prefMapHandle 1:281504 -jsInitHandle 2:224660 -parentBuildID 20251119102309 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {19949a67-a81c-4e98-b207-85565255bb81} -parentPid 4364 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 8 tab
takeru      4923  0.0  2.8 4515572 464528 ?      Sl   Dec11   3:35 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:36790 -prefMapHandle 1:281504 -jsInitHandle 2:224660 -parentBuildID 20251119102309 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {9d2ca14c-f2a5-48f3-8cda-4e10fa70de94} -parentPid 4364 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 9 tab
takeru      5162  0.1  0.2 1490904 40664 ?       Sl   Dec11  16:28 /usr/lib64/firefox/firefox -contentproc -parentBuildID 20251119102309 -sandboxingKind 0 -prefsHandle 0:58242 -prefMapHandle 1:281504 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {09512e76-a9d7-4abb-a824-a1115d69dcd5} -parentPid 4364 -crashReporter 5 -crashHelper 6 -appDir /usr/lib64/firefox/browser 11 utility
takeru      6650  0.0  0.1 812268 25692 ?        Sl   Dec11   0:01 /usr/bin/python3 /usr/share/ibus-typing-booster/engine/main.py --ibus
takeru     13345  0.0  2.2 4443020 368916 ?      Sl   Dec11   3:48 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:48799 -prefMapHandle 1:281504 -jsInitHandle 2:224660 -parentBuildID 20251119102309 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {853841c4-1a5c-4cda-be1a-ffd2549a77d7} -parentPid 4364 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 80 tab
passim     32679  0.0  0.0 546684 16060 ?        Ssl  Dec12   0:01 /usr/libexec/passimd
takeru     33893  0.0  0.0   3748  2124 ?        S    Dec12   0:00 bwrap --unshare-all --die-with-parent --chdir / --ro-bind /usr /usr --dev /dev --ro-bind-try /etc/ld.so.cache /etc/ld.so.cache --ro-bind-try /nix/store /nix/store --tmpfs /tmp-home --tmpfs /tmp-run --clearenv --setenv HOME /tmp-home --setenv XDG_RUNTIME_DIR /tmp-run --setenv XDG_RUNTIME_DIR /run/user/1000 --symlink /usr/lib /lib --symlink /usr/lib64 /lib64 --seccomp 50 /usr/libexec/glycin-loaders/2+/glycin-image-rs --dbus-fd 48
takeru     33894  0.0  0.0   3748  1232 ?        S    Dec12   0:00 bwrap --unshare-all --die-with-parent --chdir / --ro-bind /usr /usr --dev /dev --ro-bind-try /etc/ld.so.cache /etc/ld.so.cache --ro-bind-try /nix/store /nix/store --tmpfs /tmp-home --tmpfs /tmp-run --clearenv --setenv HOME /tmp-home --setenv XDG_RUNTIME_DIR /tmp-run --setenv XDG_RUNTIME_DIR /run/user/1000 --symlink /usr/lib /lib --symlink /usr/lib64 /lib64 --seccomp 50 /usr/libexec/glycin-loaders/2+/glycin-image-rs --dbus-fd 48
takeru     33895  0.0  0.0 144132  2916 ?        Sl   Dec12   0:02 /usr/libexec/glycin-loaders/2+/glycin-image-rs --dbus-fd 48
takeru     39672  0.0  2.2 4202396 363976 ?      Sl   Dec12   1:12 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:48864 -prefMapHandle 1:281504 -jsInitHandle 2:224660 -parentBuildID 20251119102309 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {5f1707d6-1d4e-40b1-91b5-c5da6ddf09c0} -parentPid 4364 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 314 tab
takeru     55613  0.1  3.6 4811208 598208 ?      Sl   Dec13  13:25 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:48913 -prefMapHandle 1:281504 -jsInitHandle 2:224660 -parentBuildID 20251119102309 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {35fa5f51-d2d5-489e-830a-c8ece6fe0a68} -parentPid 4364 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 535 tab
takeru     56310  0.0  0.8 1960944 140932 ?      Ssl  Dec13   0:15 /usr/bin/nautilus --gapplication-service
takeru     56314  0.0  0.0 761508  9916 ?        Sl   Dec13   0:00 /usr/libexec/gvfsd-trash --spawner :1.8 /org/gtk/gvfs/exec_spaw/0
takeru     56343  0.0  0.0 541284 10152 ?        Sl   Dec13   0:00 /usr/libexec/gvfsd-recent --spawner :1.8 /org/gtk/gvfs/exec_spaw/1
takeru     56344  0.0  0.0 614468  9200 ?        Sl   Dec13   0:00 /usr/libexec/gvfsd-network --spawner :1.8 /org/gtk/gvfs/exec_spaw/2
takeru     56356  0.0  0.0 616536  9684 ?        Sl   Dec13   0:00 /usr/libexec/gvfsd-dnssd --spawner :1.8 /org/gtk/gvfs/exec_spaw/3
takeru     56374  0.0  0.0 613828  9208 ?        Sl   Dec13   0:01 /usr/libexec/gvfsd-wsdd --spawner :1.8 /org/gtk/gvfs/exec_spaw/4
takeru     56379  0.0  0.0 266396 12004 ?        S    Dec13   0:01 /usr/bin/python3 /usr/bin/wsdd --no-host --discovery --listen /run/user/1000/gvfsd/wsdd
takeru     65837  0.0  0.0 328592  6700 ?        Sl   Dec13   0:00 /usr/lib64/speech-dispatcher-modules//sd_espeak-ng /etc/speech-dispatcher/modules/espeak-ng.conf
takeru     65840  0.0  0.0 328648  6680 ?        Sl   Dec13   0:00 /usr/lib64/speech-dispatcher-modules//sd_espeak-ng /etc/speech-dispatcher/modules/
takeru     65848  0.0  0.0 159096  4532 ?        Sl   Dec13   0:04 /usr/lib64/speech-dispatcher-modules//sd_dummy /etc/speech-dispatcher/modules/
takeru     65851  0.0  0.0 339832  2576 ?        Ssl  Dec13   0:00 /usr/bin/speech-dispatcher --spawn --communication-method unix_socket --socket-path /run/user/1000/speech-dispatcher/speechd.sock
takeru     68956  0.0  0.5 1700760 88336 ?       Ssl  Dec14   4:46 /usr/bin/kgx --gapplication-service
takeru     68964  0.0  0.0 233312  4432 pts/0    Ss+  Dec14   0:00 /bin/bash
root       83649  0.0  0.0   4928  3308 ?        SNs  Dec17   0:00 /usr/sbin/alsactl -s -n 19 -c -E ALSA_CONFIG_PATH=/etc/alsa/alsactl.conf --initfile=/lib/alsa/init/00main rdaemon
root       83655  0.0  0.0   8936  6276 ?        Ss   Dec17   0:00 sshd: /usr/sbin/sshd -D [listener] 0 of 10-100 startups
root       83672  0.0  0.0 252808 11512 ?        Ss   Dec17   0:00 /usr/bin/cupsd -l
takeru     83734  0.0  0.1 1108976 23752 ?       SNsl Dec17   0:16 /usr/libexec/localsearch-3
takeru     89700  0.1  3.0 4484644 487376 ?      Sl   Dec17   1:40 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:48912 -prefMapHandle 1:281504 -jsInitHandle 2:224660 -parentBuildID 20251119102309 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {34d3a674-83d8-43a9-a089-4bde5de63d0f} -parentPid 4364 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 738 tab
root       96070  0.0  0.0      0     0 ?        S    Dec18   0:00 [irq/135-mei_me]
sssd       96188  0.0  0.0 247608  7744 ?        Ss   Dec18   0:02 /usr/libexec/sssd/sssd_kcm --logger=files
takeru    105975  0.0  0.0 550304 13236 ?        Sl   Dec18   0:00 /usr/libexec/gvfsd-http --spawner :1.8 /org/gtk/gvfs/exec_spaw/5
root      106164  0.0  0.0      0     0 ?        I    Dec18   0:01 [kworker/5:3-events]
root      121089  0.0  0.0      0     0 ?        S    Dec18   0:00 [psimon]
takeru    123316  0.7  1.3 1461751532 219540 ?   SLl  Dec18   1:53 /usr/share/antigravity/antigravity
takeru    123323  0.0  0.3 34059028 53264 ?      S    Dec18   0:00 /usr/share/antigravity/antigravity --type=zygote --no-zygote-sandbox
takeru    123324  0.0  0.3 34059016 54136 ?      S    Dec18   0:00 /usr/share/antigravity/antigravity --type=zygote
takeru    123326  0.0  0.0 34059044 9948 ?       S    Dec18   0:00 /usr/share/antigravity/antigravity --type=zygote
takeru    123342  0.0  0.0 33567820 3796 ?       Sl   Dec18   0:00 /usr/share/antigravity/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --no-rate-limit --database=/home/takeru/.config/Antigravity/Crashpad --annotation=_companyName=Google --annotation=_productName=Antigravity --annotation=_version=1.104.0 --annotation=lsb-release=Fedora Linux 43 (Workstation Edition) --annotation=plat=Linux --annotation=prod=Electron --annotation=ver=37.3.1 --initial-client-fd=43 --shared-client-connection
takeru    123360  2.0  0.8 34577720 141284 ?     Sl   Dec18   4:51 /usr/share/antigravity/antigravity --type=zygote --no-zygote-sandbox
takeru    123369  0.0  0.4 34125340 78868 ?      Sl   Dec18   0:06 /proc/self/exe --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=123342 --enable-crash-reporter=ea59d394-4d1d-4933-b8c7-89a82346ceb2,no_channel --user-data-dir=/home/takeru/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,7627610296933014768,4430740330092254659,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
takeru    123434  0.0  0.8 1476607828 135676 ?   Sl   Dec18   0:02 /usr/share/antigravity/antigravity --type=zygote
takeru    123471  0.1  0.7 1461580780 122088 ?   Sl   Dec18   0:27 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=123342 --enable-crash-reporter=ea59d394-4d1d-4933-b8c7-89a82346ceb2,no_channel --user-data-dir=/home/takeru/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,7627610296933014768,4430740330092254659,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
takeru    123485  0.0  0.7 1461544932 123208 ?   Sl   Dec18   0:06 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=123342 --enable-crash-reporter=ea59d394-4d1d-4933-b8c7-89a82346ceb2,no_channel --user-data-dir=/home/takeru/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,7627610296933014768,4430740330092254659,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
takeru    123770  0.0  0.3 34178044 62368 ?      Sl   Dec18   0:00 /proc/self/exe --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=123342 --enable-crash-reporter=ea59d394-4d1d-4933-b8c7-89a82346ceb2,no_channel --user-data-dir=/home/takeru/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,7627610296933014768,4430740330092254659,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
takeru    125374  0.0  0.0   3748  2360 ?        S    Dec18   0:00 bwrap --unshare-all --die-with-parent --chdir / --ro-bind /usr /usr --dev /dev --ro-bind-try /etc/ld.so.cache /etc/ld.so.cache --ro-bind-try /nix/store /nix/store --tmpfs /tmp-home --tmpfs /tmp-run --clearenv --setenv HOME /tmp-home --setenv XDG_RUNTIME_DIR /tmp-run --setenv XDG_RUNTIME_DIR /run/user/1000 --symlink /usr/lib /lib --symlink /usr/lib64 /lib64 --seccomp 43 /usr/libexec/glycin-loaders/2+/glycin-image-rs --dbus-fd 39
takeru    125375  0.0  0.0   3748  1416 ?        S    Dec18   0:00 bwrap --unshare-all --die-with-parent --chdir / --ro-bind /usr /usr --dev /dev --ro-bind-try /etc/ld.so.cache /etc/ld.so.cache --ro-bind-try /nix/store /nix/store --tmpfs /tmp-home --tmpfs /tmp-run --clearenv --setenv HOME /tmp-home --setenv XDG_RUNTIME_DIR /tmp-run --setenv XDG_RUNTIME_DIR /run/user/1000 --symlink /usr/lib /lib --symlink /usr/lib64 /lib64 --seccomp 43 /usr/libexec/glycin-loaders/2+/glycin-image-rs --dbus-fd 39
takeru    125376  0.0  0.0 144136  4080 ?        Sl   Dec18   0:00 /usr/libexec/glycin-loaders/2+/glycin-image-rs --dbus-fd 39
root      125984  0.0  0.0      0     0 ?        I    Dec18   0:01 [kworker/7:1-events]
takeru    128591  0.4  1.0 2499528 164424 ?      Sl   Dec18   1:00 /usr/bin/gnome-system-monitor
root      140448  0.1  0.0      0     0 ?        I    Dec18   0:15 [kworker/4:1-i915-unordered]
root      144739  0.0  0.0      0     0 ?        I    Dec18   0:01 [kworker/0:1-i915-unordered]
takeru    148096  0.2  1.8 4102200 295840 ?      Sl   Dec18   0:25 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:48913 -prefMapHandle 1:281504 -jsInitHandle 2:224660 -parentBuildID 20251119102309 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {4a66b3c8-c3e7-43af-a9c8-40a0b96f1ea9} -parentPid 4364 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 1001 tab
takeru    149953  1.6  3.2 4604716 533288 ?      Sl   Dec18   2:51 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:48913 -prefMapHandle 1:281504 -jsInitHandle 2:224660 -parentBuildID 20251119102309 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {0ab6b98e-127d-4790-a962-943b44369051} -parentPid 4364 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 1010 tab
takeru    152089  3.5  1.8 1461768276 299040 ?   RLl  Dec18   6:10 /usr/share/antigravity/antigravity
takeru    152094  0.0  0.3 34059028 58736 ?      S    Dec18   0:00 /usr/share/antigravity/antigravity --type=zygote --no-zygote-sandbox
takeru    152095  0.0  0.3 34059016 58828 ?      S    Dec18   0:00 /usr/share/antigravity/antigravity --type=zygote
takeru    152097  0.0  0.0 34059044 14380 ?      S    Dec18   0:00 /usr/share/antigravity/antigravity --type=zygote
takeru    152122  0.0  0.0 33567820 4268 ?       Sl   Dec18   0:00 /usr/share/antigravity/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --no-rate-limit --database=/home/takeru/.config/Antigravity/Crashpad --annotation=_companyName=Google --annotation=_productName=Antigravity --annotation=_version=1.104.0 --annotation=lsb-release=Fedora Linux 43 (Workstation Edition) --annotation=plat=Linux --annotation=prod=Electron --annotation=ver=37.3.1 --initial-client-fd=44 --shared-client-connection
takeru    152146  4.3  1.1 34684604 180236 ?     Sl   Dec18   7:41 /usr/share/antigravity/antigravity --type=zygote --no-zygote-sandbox
takeru    152157  0.1  0.5 34150308 90416 ?      Sl   Dec18   0:14 /proc/self/exe --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=152122 --enable-crash-reporter=ea59d394-4d1d-4933-b8c7-89a82346ceb2,no_channel --user-data-dir=/home/takeru/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,3984627396992652983,5406568964386060873,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
takeru    152173 31.2  5.1 1480205136 831172 ?   Rl   Dec18  54:49 /usr/share/antigravity/antigravity --type=zygote
takeru    152210  0.0  0.9 1476599640 152716 ?   Sl   Dec18   0:06 /usr/share/antigravity/antigravity --type=zygote
takeru    152282  0.1  0.9 1461545060 154852 ?   Sl   Dec18   0:11 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=152122 --enable-crash-reporter=ea59d394-4d1d-4933-b8c7-89a82346ceb2,no_channel --user-data-dir=/home/takeru/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,3984627396992652983,5406568964386060873,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
takeru    152311  0.4  0.8 1461679260 135684 ?   Sl   Dec18   0:48 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=152122 --enable-crash-reporter=ea59d394-4d1d-4933-b8c7-89a82346ceb2,no_channel --user-data-dir=/home/takeru/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,3984627396992652983,5406568964386060873,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
takeru    152621  0.0  0.0 233356  5816 pts/2    Ss+  Dec18   0:00 /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
takeru    152717  0.0  0.4 34178172 70468 ?      Sl   Dec18   0:00 /proc/self/exe --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=152122 --enable-crash-reporter=ea59d394-4d1d-4933-b8c7-89a82346ceb2,no_channel --user-data-dir=/home/takeru/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,3984627396992652983,5406568964386060873,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
takeru    176565  0.1  1.2 3995792 209204 ?      Sl   Dec18   0:08 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:48912 -prefMapHandle 1:281504 -jsInitHandle 2:224660 -parentBuildID 20251119102309 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {cb8d8625-ea53-47b0-813a-df82c49083aa} -parentPid 4364 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 1046 tab
root      195903  0.0  0.0      0     0 ?        I<   Dec18   0:02 [kworker/u33:2-rb_allocator]
root      196115  0.0  0.0      0     0 ?        I    Dec18   0:00 [kworker/3:2-events]
root      212770  0.0  0.0      0     0 ?        I    Dec18   0:03 [kworker/u32:1-flush-btrfs-1]
root      213050  0.1  0.0      0     0 ?        I    Dec18   0:06 [kworker/u32:8-btrfs-delalloc]
takeru    213106  0.1  0.7 1461564468 125608 ?   Sl   Dec18   0:04 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=152122 --enable-crash-reporter=ea59d394-4d1d-4933-b8c7-89a82346ceb2,no_channel --user-data-dir=/home/takeru/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,3984627396992652983,5406568964386060873,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
takeru    213123  2.1  1.7 1461566008 288008 ?   Sl   Dec18   1:21 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --crashpad-handler-pid=152122 --enable-crash-reporter=ea59d394-4d1d-4933-b8c7-89a82346ceb2,no_channel --user-data-dir=/home/takeru/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,3984627396992652983,5406568964386060873,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
takeru    213157  0.0  0.0      0     0 ?        Z    Dec18   0:00 [sh] <defunct>
takeru    213306  0.0  0.0 233360  5612 pts/11   Ss+  Dec18   0:00 /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
takeru    213314  2.5  2.1 4948148 342180 ?      Sl   Dec18   1:35 /usr/share/antigravity/resources/app/extensions/antigravity/bin/language_server_linux_x64 --enable_lsp --extension_server_port 38677 --csrf_token 1e7871eb-c80f-4d76-8ba1-d88242354c53 --random_port --workspace_id file_home_takeru_git_EBM_on_Mars --cloud_code_endpoint https://daily-cloudcode-pa.sandbox.googleapis.com --app_data_dir antigravity --parent_pipe_path /tmp/server_12ef13b6c6e7daf0
takeru    213545  0.0  0.3 659624 53856 ?        Sl   Dec18   0:02 /home/takeru/.config/Antigravity/User/globalStorage/llvm-vs-code-extensions.vscode-clangd/install/21.1.0/clangd_21.1.0/bin/clangd
root      213995  0.0  0.0      0     0 ?        I    Dec18   0:00 [kworker/6:1-i915-unordered]
